GR,AC,DEN,CNL,LLD,LLS,CAL,Type
151.452,270.93,1.948,53.705,1166.841,1505.219,25.254,M
131.453,286.035,1.859,53.975,1446.46,2006.927,25.734,M
115.598,301.543,1.799,54.444,1817.282,2696.636,26.229,M
106.908,321.023,1.778,55.425,2168.1,3197.517,26.692,M
102.399,344.14,1.758,56.019,2322.728,3279.913,27.142,M
161.776,240.072,2.543,29.169,31.646,25.874,22.379,M
102.477,272.405,2.441,33.202,6.563,7.043,29.098,M
101.83,265.911,2.462,32.586,6.678,7.198,28.597,M
99.255,260.615,2.425,29.799,6.475,6.931,29.311,M
87.294,262.586,2.525,20.396,9.845,9.884,26.671,M
90.247,259.701,2.552,19.547,10.668,10.709,26.37,M
92.497,254.082,2.572,17.834,11.259,11.376,26.309,M
93.047,246.866,2.58,17.813,11.956,12.039,26.203,M
92.334,238.924,2.592,16.827,13.087,13.141,25.799,M
91.298,231.265,2.597,14.035,13.502,13.414,25.809,M
90.076,225.547,2.609,12.459,13.727,13.579,25.831,M
88.025,222.322,2.622,11.848,14.22,14.059,25.884,M
84.755,221.804,2.629,10.847,13.508,13.712,25.935,M
80.781,224.059,2.605,11.159,9.97,10.636,26.007,M
77.349,229.414,2.532,12.415,8.186,8.09,26.14,M
76.109,238.168,2.317,13.842,7.631,7.335,26.409,M
127.656,241.826,2.641,24.828,15.836,16.029,23.59,M
134.749,242.99,2.64,23.97,16.777,16.76,23.629,M
142.305,244.126,2.646,23.027,18.111,18.133,23.668,M
148.65,245.031,2.64,22.86,19.291,19.594,23.746,M
151.243,244.943,2.647,22.643,20.077,20.563,23.831,M
148.107,242.701,2.653,21.846,20.926,21.516,23.881,M
139.43,237.889,2.655,20.747,24.401,25.155,23.937,M
128.49,231.223,2.653,19.05,27.553,28.211,23.983,M
119.57,224.668,2.647,17.301,27.763,27.966,24.009,M
114.139,220.114,2.637,17.145,26.248,26.005,24.039,M
111.332,218.035,2.616,17.805,24.555,24.178,24.059,M
73.914,271.42,2.43,22.529,7.184,7.636,22.239,M
46.225,253.638,2.358,15.386,10.082,12.384,21.974,M
46.506,253.614,2.37,15.937,9.819,12.181,21.923,M
47.846,258.359,2.377,16.383,9.413,11.548,21.986,M
174.763,241.975,2.556,28.727,18.213,18.041,22.81,M
190.164,248.504,2.529,32.301,17.924,17.786,22.933,M
209.42,254.609,2.506,37.469,12.386,12.417,23.119,M
225.365,258.817,2.494,41.729,12.019,12.062,22.962,M
231.865,260.799,2.492,43.972,9.89,10.116,22.89,M
228.051,261.273,2.491,44.692,9.757,9.994,22.73,M
217.341,261.022,2.485,44.707,9.323,9.778,22.67,M
205.431,260.179,2.475,44.657,9.298,9.765,22.659,M
